,mass A,
t,x,y
297.012,-6.23E-02,-1.77E-01
297.045,-6.18E-02,-1.76E-01
297.079,-6.18E-02,-1.76E-01
297.112,-6.17E-02,-1.76E-01
297.145,-6.17E-02,-1.76E-01
297.179,-6.12E-02,-1.76E-01
297.212,-6.11E-02,-1.76E-01
297.245,-6.11E-02,-1.76E-01
297.279,-6.11E-02,-1.76E-01
297.312,-6.06E-02,-1.75E-01
297.345,-6.05E-02,-1.75E-01
297.379,-6.04E-02,-1.75E-01
297.412,-6.04E-02,-1.75E-01
297.446,-5.99E-02,-1.75E-01
297.479,-5.99E-02,-1.75E-01
297.512,-5.98E-02,-1.74E-01
297.546,-5.98E-02,-1.74E-01
297.579,-5.98E-02,-1.74E-01
297.612,-5.97E-02,-1.74E-01
297.646,-5.93E-02,-1.74E-01
297.679,-5.92E-02,-1.74E-01
297.712,-5.91E-02,-1.74E-01
297.746,-5.91E-02,-1.74E-01
297.779,-5.91E-02,-1.74E-01
297.812,-5.91E-02,-1.74E-01
297.846,-5.91E-02,-1.74E-01
297.879,-5.91E-02,-1.74E-01
297.913,-5.91E-02,-1.74E-01
297.946,-5.91E-02,-1.74E-01
297.979,-5.91E-02,-1.74E-01
298.013,-5.90E-02,-1.74E-01
298.046,-5.91E-02,-1.74E-01
298.079,-5.85E-02,-1.73E-01
298.113,-5.85E-02,-1.73E-01
298.146,-5.84E-02,-1.73E-01
298.179,-5.85E-02,-1.73E-01
298.213,-5.85E-02,-1.73E-01
298.246,-5.85E-02,-1.73E-01
298.279,-5.85E-02,-1.73E-01
298.313,-5.85E-02,-1.73E-01
298.346,-5.85E-02,-1.73E-01
298.38,-5.85E-02,-1.73E-01
298.413,-5.85E-02,-1.73E-01
298.446,-5.85E-02,-1.73E-01
298.48,-5.86E-02,-1.73E-01
298.513,-5.85E-02,-1.73E-01
298.546,-5.85E-02,-1.73E-01
298.58,-5.86E-02,-1.73E-01
298.613,-5.86E-02,-1.73E-01
298.646,-5.86E-02,-1.73E-01
298.68,-5.86E-02,-1.73E-01
298.713,-5.85E-02,-1.73E-01
298.746,-5.86E-02,-1.73E-01
298.78,-5.85E-02,-1.73E-01
298.813,-5.85E-02,-1.73E-01
298.847,-5.85E-02,-1.73E-01
298.88,-5.86E-02,-1.73E-01
298.913,-5.86E-02,-1.73E-01
298.947,-5.86E-02,-1.73E-01
298.98,-5.86E-02,-1.73E-01
299.013,-5.85E-02,-1.73E-01
299.047,-5.85E-02,-1.73E-01
299.08,-5.85E-02,-1.73E-01
299.113,-5.85E-02,-1.73E-01
299.147,-5.85E-02,-1.73E-01
299.18,-5.85E-02,-1.73E-01
299.213,-5.86E-02,-1.73E-01
299.247,-5.86E-02,-1.73E-01
299.28,-5.86E-02,-1.73E-01
299.314,-5.86E-02,-1.73E-01
299.347,-5.86E-02,-1.73E-01
299.38,-5.86E-02,-1.73E-01
299.414,-5.86E-02,-1.73E-01
299.447,-5.86E-02,-1.73E-01
299.48,-5.86E-02,-1.73E-01
299.514,-5.86E-02,-1.73E-01
299.547,-5.86E-02,-1.73E-01
299.58,-5.86E-02,-1.73E-01
299.614,-5.86E-02,-1.73E-01
299.647,-5.86E-02,-1.73E-01
299.68,-5.87E-02,-1.73E-01
299.714,-5.87E-02,-1.73E-01
299.747,-5.87E-02,-1.73E-01
299.781,-5.91E-02,-1.74E-01
299.814,-5.92E-02,-1.74E-01
299.847,-5.92E-02,-1.74E-01
299.881,-5.92E-02,-1.74E-01
299.914,-5.92E-02,-1.74E-01
299.947,-5.93E-02,-1.74E-01
299.981,-5.93E-02,-1.74E-01
300.014,-5.93E-02,-1.74E-01
300.047,-5.93E-02,-1.74E-01
300.081,-5.93E-02,-1.74E-01
300.114,-5.97E-02,-1.74E-01
300.147,-5.97E-02,-1.74E-01
300.181,-5.98E-02,-1.75E-01
300.214,-5.98E-02,-1.75E-01
300.248,-5.98E-02,-1.75E-01
300.281,-5.99E-02,-1.75E-01
300.314,-6.03E-02,-1.75E-01
300.348,-6.03E-02,-1.75E-01
300.381,-6.04E-02,-1.75E-01
300.414,-6.04E-02,-1.75E-01
300.448,-6.05E-02,-1.75E-01
300.481,-6.09E-02,-1.76E-01
300.514,-6.10E-02,-1.76E-01
300.548,-6.10E-02,-1.76E-01
300.581,-6.11E-02,-1.76E-01
300.614,-6.15E-02,-1.76E-01
300.648,-6.16E-02,-1.76E-01
300.681,-6.17E-02,-1.77E-01
300.715,-6.17E-02,-1.77E-01
300.748,-6.21E-02,-1.77E-01
300.781,-6.22E-02,-1.77E-01
300.815,-6.23E-02,-1.77E-01
300.848,-6.24E-02,-1.77E-01
300.881,-6.28E-02,-1.78E-01
300.915,-6.29E-02,-1.78E-01
300.948,-6.29E-02,-1.78E-01
300.981,-6.30E-02,-1.78E-01
301.015,-6.34E-02,-1.78E-01
301.048,-6.35E-02,-1.78E-01
301.081,-6.36E-02,-1.78E-01
301.115,-6.40E-02,-1.79E-01
301.148,-6.41E-02,-1.79E-01
301.182,-6.42E-02,-1.79E-01
301.215,-6.43E-02,-1.79E-01
301.248,-6.47E-02,-1.80E-01
301.282,-6.48E-02,-1.80E-01
301.315,-6.49E-02,-1.80E-01
301.348,-6.52E-02,-1.80E-01
301.382,-6.54E-02,-1.80E-01
301.415,-6.55E-02,-1.80E-01
301.448,-6.58E-02,-1.81E-01
301.482,-6.60E-02,-1.81E-01
301.515,-6.61E-02,-1.81E-01
301.548,-6.65E-02,-1.82E-01
301.582,-6.66E-02,-1.82E-01
301.615,-6.69E-02,-1.82E-01
301.649,-6.70E-02,-1.82E-01
301.682,-6.72E-02,-1.83E-01
301.715,-6.73E-02,-1.83E-01
301.749,-6.74E-02,-1.83E-01
301.782,-6.77E-02,-1.83E-01
301.815,-6.78E-02,-1.84E-01
301.849,-6.82E-02,-1.84E-01
301.882,-6.82E-02,-1.84E-01
301.915,-6.85E-02,-1.84E-01
301.949,-6.86E-02,-1.85E-01
301.982,-6.86E-02,-1.85E-01
302.015,-6.90E-02,-1.85E-01
302.049,-6.91E-02,-1.85E-01
302.082,-6.92E-02,-1.85E-01
302.116,-6.96E-02,-1.86E-01
302.149,-6.98E-02,-1.86E-01
302.182,-7.01E-02,-1.86E-01
302.216,-7.04E-02,-1.87E-01
302.249,-7.05E-02,-1.87E-01
302.282,-7.06E-02,-1.87E-01
302.316,-7.09E-02,-1.88E-01
302.349,-7.11E-02,-1.88E-01
302.382,-7.15E-02,-1.88E-01
302.416,-7.16E-02,-1.89E-01
302.449,-7.19E-02,-1.89E-01
302.482,-7.22E-02,-1.89E-01
302.516,-7.23E-02,-1.90E-01
302.549,-7.24E-02,-1.90E-01
302.583,-7.27E-02,-1.90E-01
302.616,-7.29E-02,-1.90E-01
302.649,-7.32E-02,-1.91E-01
302.683,-7.35E-02,-1.91E-01
302.716,-7.36E-02,-1.92E-01
302.749,-7.37E-02,-1.92E-01
302.783,-7.40E-02,-1.92E-01
302.816,-7.41E-02,-1.92E-01
302.849,-7.44E-02,-1.93E-01
302.883,-7.45E-02,-1.93E-01
302.916,-7.47E-02,-1.93E-01
302.949,-7.49E-02,-1.94E-01
302.983,-7.51E-02,-1.94E-01
303.016,-7.53E-02,-1.94E-01
303.05,-7.54E-02,-1.95E-01
303.083,-7.57E-02,-1.95E-01
303.116,-7.57E-02,-1.95E-01
303.15,-7.59E-02,-1.96E-01
303.183,-7.61E-02,-1.96E-01
303.216,-7.63E-02,-1.96E-01
303.25,-7.66E-02,-1.97E-01
303.283,-7.68E-02,-1.97E-01
303.316,-7.70E-02,-1.98E-01
303.35,-7.72E-02,-1.98E-01
303.383,-7.74E-02,-1.99E-01
303.416,-7.76E-02,-1.99E-01
303.45,-7.79E-02,-1.99E-01
303.483,-7.80E-02,-2.00E-01
303.517,-7.82E-02,-2.00E-01
303.55,-7.84E-02,-2.01E-01
303.583,-7.87E-02,-2.01E-01
303.617,-7.88E-02,-2.01E-01
303.65,-7.90E-02,-2.02E-01
303.683,-7.92E-02,-2.02E-01
303.717,-7.94E-02,-2.02E-01
303.75,-7.97E-02,-2.03E-01
303.783,-7.98E-02,-2.03E-01
303.817,-8.00E-02,-2.03E-01
303.85,-8.01E-02,-2.04E-01
303.883,-8.03E-02,-2.04E-01
303.917,-8.06E-02,-2.04E-01
303.95,-8.06E-02,-2.05E-01
303.984,-8.09E-02,-2.05E-01
304.017,-8.10E-02,-2.06E-01
304.05,-8.13E-02,-2.06E-01
304.084,-8.13E-02,-2.06E-01
304.117,-8.15E-02,-2.07E-01
304.15,-8.17E-02,-2.07E-01
304.184,-8.19E-02,-2.07E-01
304.217,-8.20E-02,-2.08E-01
304.25,-8.22E-02,-2.08E-01
304.284,-8.24E-02,-2.09E-01
304.317,-8.25E-02,-2.09E-01
304.35,-8.27E-02,-2.09E-01
304.384,-8.27E-02,-2.10E-01
304.417,-8.28E-02,-2.10E-01
304.451,-8.30E-02,-2.11E-01
304.484,-8.31E-02,-2.11E-01
304.517,-8.33E-02,-2.11E-01
304.551,-8.34E-02,-2.12E-01
304.584,-8.36E-02,-2.12E-01
304.617,-8.37E-02,-2.13E-01
304.651,-8.38E-02,-2.13E-01
304.684,-8.39E-02,-2.13E-01
304.717,-8.40E-02,-2.14E-01
304.751,-8.42E-02,-2.14E-01
304.784,-8.44E-02,-2.14E-01
304.817,-8.45E-02,-2.15E-01
304.851,-8.46E-02,-2.15E-01
304.884,-8.48E-02,-2.16E-01
304.918,-8.50E-02,-2.16E-01
304.951,-8.51E-02,-2.16E-01
304.984,-8.52E-02,-2.16E-01
305.018,-8.54E-02,-2.17E-01
305.051,-8.54E-02,-2.17E-01
305.084,-8.56E-02,-2.18E-01
305.118,-8.57E-02,-2.18E-01
305.151,-8.58E-02,-2.18E-01
305.184,-8.59E-02,-2.19E-01
305.218,-8.60E-02,-2.19E-01
305.251,-8.61E-02,-2.20E-01
305.284,-8.62E-02,-2.20E-01
305.318,-8.63E-02,-2.20E-01
305.351,-8.63E-02,-2.21E-01
305.385,-8.65E-02,-2.21E-01
305.418,-8.67E-02,-2.22E-01
305.451,-8.67E-02,-2.22E-01
305.485,-8.69E-02,-2.22E-01
305.518,-8.68E-02,-2.22E-01
305.551,-8.70E-02,-2.23E-01
305.585,-8.69E-02,-2.23E-01
305.618,-8.71E-02,-2.23E-01
305.651,-8.70E-02,-2.24E-01
305.685,-8.71E-02,-2.24E-01
305.718,-8.73E-02,-2.25E-01
305.751,-8.74E-02,-2.25E-01
305.785,-8.75E-02,-2.25E-01
305.818,-8.74E-02,-2.25E-01
305.852,-8.76E-02,-2.26E-01
305.885,-8.75E-02,-2.26E-01
305.918,-8.77E-02,-2.26E-01
305.952,-8.76E-02,-2.27E-01
305.985,-8.77E-02,-2.27E-01
306.018,-8.78E-02,-2.28E-01
306.052,-8.79E-02,-2.28E-01
306.085,-8.80E-02,-2.28E-01
306.118,-8.81E-02,-2.29E-01
306.152,-8.82E-02,-2.29E-01
306.185,-8.82E-02,-2.29E-01
306.218,-8.82E-02,-2.30E-01
306.252,-8.83E-02,-2.30E-01
306.285,-8.83E-02,-2.30E-01
306.319,-8.84E-02,-2.31E-01
306.352,-8.86E-02,-2.31E-01
306.385,-8.87E-02,-2.31E-01
306.419,-8.87E-02,-2.32E-01
306.452,-8.88E-02,-2.32E-01
306.485,-8.88E-02,-2.32E-01
306.519,-8.88E-02,-2.33E-01
306.552,-8.88E-02,-2.33E-01
306.585,-8.88E-02,-2.33E-01
306.619,-8.88E-02,-2.33E-01
306.652,-8.88E-02,-2.34E-01
306.685,-8.88E-02,-2.34E-01
306.719,-8.88E-02,-2.34E-01
306.752,-8.88E-02,-2.35E-01
306.786,-8.88E-02,-2.35E-01
306.819,-8.89E-02,-2.35E-01
306.852,-8.88E-02,-2.36E-01
306.886,-8.89E-02,-2.36E-01
306.919,-8.88E-02,-2.36E-01
306.952,-8.88E-02,-2.36E-01
306.986,-8.88E-02,-2.37E-01
307.019,-8.88E-02,-2.37E-01
307.052,-8.88E-02,-2.37E-01
307.086,-8.88E-02,-2.37E-01
307.119,-8.88E-02,-2.38E-01
307.152,-8.88E-02,-2.38E-01
307.186,-8.89E-02,-2.38E-01
307.219,-8.88E-02,-2.39E-01
307.253,-8.88E-02,-2.39E-01
307.286,-8.88E-02,-2.39E-01
307.319,-8.88E-02,-2.39E-01
307.353,-8.88E-02,-2.39E-01
307.386,-8.89E-02,-2.40E-01
307.419,-8.88E-02,-2.40E-01
307.453,-8.88E-02,-2.40E-01
307.486,-8.89E-02,-2.40E-01
307.519,-8.89E-02,-2.41E-01
307.553,-8.89E-02,-2.41E-01
307.586,-8.88E-02,-2.41E-01
307.619,-8.88E-02,-2.41E-01
307.653,-8.89E-02,-2.41E-01
307.686,-8.89E-02,-2.42E-01
307.72,-8.88E-02,-2.42E-01
307.753,-8.88E-02,-2.42E-01
307.786,-8.88E-02,-2.42E-01
307.82,-8.88E-02,-2.42E-01
307.853,-8.88E-02,-2.43E-01
307.886,-8.88E-02,-2.43E-01
307.92,-8.88E-02,-2.43E-01
307.953,-8.88E-02,-2.43E-01
307.986,-8.88E-02,-2.43E-01
308.02,-8.88E-02,-2.43E-01
308.053,-8.87E-02,-2.44E-01
308.086,-8.87E-02,-2.44E-01
308.12,-8.87E-02,-2.44E-01
308.153,-8.87E-02,-2.44E-01
308.187,-8.87E-02,-2.44E-01
308.22,-8.87E-02,-2.44E-01
308.253,-8.87E-02,-2.44E-01
308.287,-8.87E-02,-2.45E-01
308.32,-8.87E-02,-2.45E-01
308.353,-8.87E-02,-2.45E-01
308.387,-8.87E-02,-2.45E-01
308.42,-8.87E-02,-2.45E-01
308.453,-8.87E-02,-2.45E-01
308.487,-8.87E-02,-2.45E-01
308.52,-8.87E-02,-2.45E-01
308.553,-8.87E-02,-2.45E-01
308.587,-8.88E-02,-2.45E-01
308.62,-8.88E-02,-2.45E-01
308.654,-8.88E-02,-2.45E-01
308.687,-8.88E-02,-2.45E-01
308.72,-8.88E-02,-2.46E-01
308.754,-8.88E-02,-2.46E-01
308.787,-8.87E-02,-2.46E-01
308.82,-8.88E-02,-2.46E-01
308.854,-8.88E-02,-2.46E-01
308.887,-8.88E-02,-2.46E-01
308.92,-8.88E-02,-2.46E-01
308.954,-8.88E-02,-2.46E-01
308.987,-8.88E-02,-2.46E-01
309.02,-8.88E-02,-2.46E-01
309.054,-8.88E-02,-2.46E-01
309.087,-8.88E-02,-2.46E-01
309.121,-8.87E-02,-2.46E-01
309.154,-8.87E-02,-2.46E-01
309.187,-8.87E-02,-2.46E-01
309.221,-8.87E-02,-2.46E-01
309.254,-8.87E-02,-2.46E-01
309.287,-8.87E-02,-2.46E-01
309.321,-8.87E-02,-2.46E-01
309.354,-8.87E-02,-2.46E-01
309.387,-8.87E-02,-2.46E-01
309.421,-8.87E-02,-2.46E-01
309.454,-8.87E-02,-2.46E-01
309.487,-8.87E-02,-2.46E-01
309.521,-8.87E-02,-2.46E-01
309.554,-8.87E-02,-2.46E-01
309.588,-8.87E-02,-2.46E-01
309.621,-8.87E-02,-2.46E-01
309.654,-8.87E-02,-2.46E-01
309.688,-8.87E-02,-2.46E-01
309.721,-8.87E-02,-2.46E-01
309.754,-8.87E-02,-2.46E-01
309.788,-8.87E-02,-2.46E-01
309.821,-8.88E-02,-2.46E-01
309.854,-8.88E-02,-2.46E-01
309.888,-8.88E-02,-2.46E-01
309.921,-8.88E-02,-2.46E-01
309.954,-8.88E-02,-2.46E-01
309.988,-8.88E-02,-2.46E-01
310.021,-8.88E-02,-2.46E-01
310.055,-8.88E-02,-2.46E-01
310.088,-8.88E-02,-2.46E-01
310.121,-8.88E-02,-2.46E-01
310.155,-8.88E-02,-2.45E-01
310.188,-8.88E-02,-2.45E-01
310.221,-8.88E-02,-2.45E-01
310.255,-8.88E-02,-2.45E-01
310.288,-8.88E-02,-2.45E-01
310.321,-8.87E-02,-2.45E-01
310.355,-8.87E-02,-2.45E-01
310.388,-8.88E-02,-2.45E-01
310.421,-8.88E-02,-2.45E-01
310.455,-8.88E-02,-2.44E-01
310.488,-8.88E-02,-2.44E-01
310.522,-8.88E-02,-2.44E-01
310.555,-8.88E-02,-2.44E-01
310.588,-8.88E-02,-2.44E-01
310.622,-8.87E-02,-2.44E-01
310.655,-8.87E-02,-2.44E-01
310.688,-8.87E-02,-2.43E-01
310.722,-8.87E-02,-2.43E-01
310.755,-8.87E-02,-2.43E-01
310.788,-8.87E-02,-2.43E-01
310.822,-8.87E-02,-2.43E-01
310.855,-8.87E-02,-2.43E-01
310.888,-8.87E-02,-2.43E-01
310.922,-8.87E-02,-2.42E-01
310.955,-8.87E-02,-2.42E-01
310.989,-8.87E-02,-2.42E-01
311.022,-8.87E-02,-2.42E-01
311.055,-8.87E-02,-2.42E-01
311.089,-8.87E-02,-2.41E-01
311.122,-8.87E-02,-2.41E-01
311.155,-8.88E-02,-2.41E-01
311.189,-8.87E-02,-2.41E-01
311.222,-8.88E-02,-2.40E-01
311.255,-8.87E-02,-2.40E-01
311.289,-8.87E-02,-2.40E-01
311.322,-8.88E-02,-2.40E-01
311.355,-8.88E-02,-2.39E-01
311.389,-8.88E-02,-2.39E-01
311.422,-8.87E-02,-2.39E-01
311.456,-8.87E-02,-2.38E-01
311.489,-8.87E-02,-2.38E-01
311.522,-8.87E-02,-2.38E-01
311.556,-8.88E-02,-2.38E-01
311.589,-8.87E-02,-2.37E-01
311.622,-8.87E-02,-2.37E-01
311.656,-8.87E-02,-2.37E-01
311.689,-8.87E-02,-2.37E-01
311.722,-8.87E-02,-2.36E-01
311.756,-8.87E-02,-2.36E-01
311.789,-8.87E-02,-2.36E-01
311.822,-8.86E-02,-2.36E-01
311.856,-8.86E-02,-2.35E-01
311.889,-8.86E-02,-2.35E-01
311.922,-8.86E-02,-2.35E-01
311.956,-8.86E-02,-2.34E-01
311.989,-8.86E-02,-2.34E-01
312.023,-8.86E-02,-2.34E-01
312.056,-8.86E-02,-2.33E-01
312.089,-8.86E-02,-2.33E-01
312.123,-8.86E-02,-2.33E-01
312.156,-8.86E-02,-2.32E-01
312.189,-8.86E-02,-2.32E-01
312.223,-8.86E-02,-2.32E-01
312.256,-8.86E-02,-2.31E-01
312.289,-8.86E-02,-2.31E-01
312.323,-8.86E-02,-2.31E-01
312.356,-8.86E-02,-2.31E-01
312.389,-8.86E-02,-2.30E-01
312.423,-8.85E-02,-2.30E-01
312.456,-8.85E-02,-2.30E-01
312.49,-8.85E-02,-2.29E-01
312.523,-8.86E-02,-2.29E-01
312.556,-8.85E-02,-2.29E-01
312.59,-8.85E-02,-2.28E-01
312.623,-8.85E-02,-2.28E-01
312.656,-8.85E-02,-2.28E-01
312.69,-8.85E-02,-2.27E-01
312.723,-8.85E-02,-2.27E-01
312.756,-8.85E-02,-2.27E-01
312.79,-8.85E-02,-2.26E-01
312.823,-8.85E-02,-2.26E-01
312.856,-8.85E-02,-2.26E-01
312.89,-8.84E-02,-2.26E-01
312.923,-8.86E-02,-2.25E-01
312.957,-8.84E-02,-2.25E-01
312.99,-8.83E-02,-2.24E-01
313.023,-8.81E-02,-2.24E-01
313.057,-8.80E-02,-2.23E-01
313.09,-8.79E-02,-2.23E-01
313.123,-8.79E-02,-2.23E-01
313.157,-8.78E-02,-2.22E-01
313.19,-8.77E-02,-2.21E-01
313.223,-8.74E-02,-2.21E-01
313.257,-8.74E-02,-2.21E-01
313.29,-8.73E-02,-2.21E-01
313.323,-8.73E-02,-2.20E-01
313.357,-8.72E-02,-2.20E-01
313.39,-8.70E-02,-2.19E-01
313.424,-8.68E-02,-2.19E-01
313.457,-8.68E-02,-2.18E-01
313.49,-8.66E-02,-2.18E-01
313.524,-8.67E-02,-2.18E-01
313.557,-8.65E-02,-2.18E-01
313.59,-8.66E-02,-2.17E-01
313.624,-8.64E-02,-2.16E-01
313.657,-8.62E-02,-2.16E-01
313.69,-8.62E-02,-2.16E-01
313.724,-8.60E-02,-2.16E-01
313.757,-8.60E-02,-2.15E-01
313.79,-8.57E-02,-2.14E-01
313.824,-8.56E-02,-2.14E-01
313.857,-8.55E-02,-2.14E-01
313.891,-8.54E-02,-2.14E-01
313.924,-8.53E-02,-2.13E-01
313.957,-8.51E-02,-2.13E-01
313.991,-8.49E-02,-2.12E-01
314.024,-8.49E-02,-2.12E-01
314.057,-8.47E-02,-2.12E-01
314.091,-8.47E-02,-2.11E-01
314.124,-8.45E-02,-2.11E-01
314.157,-8.43E-02,-2.10E-01
314.191,-8.42E-02,-2.10E-01
314.224,-8.41E-02,-2.10E-01
314.257,-8.39E-02,-2.09E-01
314.291,-8.38E-02,-2.09E-01
314.324,-8.35E-02,-2.09E-01
314.358,-8.35E-02,-2.08E-01
314.391,-8.32E-02,-2.08E-01
314.424,-8.30E-02,-2.07E-01
314.458,-8.29E-02,-2.07E-01
314.491,-8.27E-02,-2.07E-01
314.524,-8.25E-02,-2.06E-01
314.558,-8.23E-02,-2.06E-01
314.591,-8.22E-02,-2.06E-01
314.624,-8.20E-02,-2.05E-01
314.658,-8.18E-02,-2.05E-01
314.691,-8.16E-02,-2.05E-01
314.724,-8.16E-02,-2.04E-01
314.758,-8.13E-02,-2.04E-01
314.791,-8.10E-02,-2.04E-01
314.825,-8.10E-02,-2.03E-01
314.858,-8.08E-02,-2.03E-01
314.891,-8.05E-02,-2.02E-01
314.925,-8.04E-02,-2.02E-01
314.958,-8.02E-02,-2.02E-01
314.991,-8.00E-02,-2.01E-01
315.025,-7.99E-02,-2.01E-01
315.058,-7.96E-02,-2.01E-01
315.091,-7.94E-02,-2.00E-01
315.125,-7.93E-02,-1.99E-01
315.158,-7.91E-02,-1.99E-01
315.191,-7.90E-02,-1.99E-01
315.225,-7.88E-02,-1.98E-01
315.258,-7.87E-02,-1.98E-01
315.292,-7.84E-02,-1.98E-01
315.325,-7.84E-02,-1.98E-01
315.358,-7.82E-02,-1.97E-01
315.392,-7.80E-02,-1.97E-01
315.425,-7.78E-02,-1.97E-01
315.458,-7.76E-02,-1.96E-01
315.492,-7.74E-02,-1.96E-01
315.525,-7.72E-02,-1.96E-01
315.558,-7.70E-02,-1.95E-01
315.592,-7.68E-02,-1.95E-01
315.625,-7.66E-02,-1.95E-01
315.658,-7.65E-02,-1.95E-01
315.692,-7.62E-02,-1.94E-01
315.725,-7.61E-02,-1.94E-01
315.759,-7.58E-02,-1.93E-01
315.792,-7.55E-02,-1.93E-01
315.825,-7.53E-02,-1.93E-01
315.859,-7.52E-02,-1.93E-01
315.892,-7.49E-02,-1.92E-01
315.925,-7.48E-02,-1.92E-01
315.959,-7.45E-02,-1.91E-01
315.992,-7.43E-02,-1.91E-01
316.025,-7.40E-02,-1.91E-01
316.059,-7.37E-02,-1.90E-01
316.092,-7.36E-02,-1.90E-01
316.125,-7.35E-02,-1.90E-01
316.159,-7.32E-02,-1.89E-01
316.192,-7.31E-02,-1.89E-01
316.226,-7.28E-02,-1.89E-01
316.259,-7.27E-02,-1.89E-01
316.292,-7.24E-02,-1.88E-01
316.326,-7.24E-02,-1.88E-01
316.359,-7.23E-02,-1.88E-01
316.392,-7.20E-02,-1.88E-01
316.426,-7.19E-02,-1.87E-01
316.459,-7.15E-02,-1.87E-01
316.492,-7.15E-02,-1.87E-01
316.526,-7.12E-02,-1.87E-01
316.559,-7.11E-02,-1.86E-01
316.592,-7.10E-02,-1.86E-01
316.626,-7.06E-02,-1.86E-01
316.659,-7.05E-02,-1.86E-01
316.693,-7.01E-02,-1.85E-01
316.726,-7.00E-02,-1.85E-01
316.759,-6.99E-02,-1.85E-01
316.793,-6.95E-02,-1.84E-01
316.826,-6.93E-02,-1.84E-01
316.859,-6.92E-02,-1.84E-01
316.893,-6.88E-02,-1.84E-01
316.926,-6.87E-02,-1.84E-01
316.959,-6.82E-02,-1.83E-01
316.993,-6.80E-02,-1.83E-01
317.026,-6.80E-02,-1.83E-01
317.059,-6.76E-02,-1.83E-01
317.093,-6.74E-02,-1.83E-01
317.126,-6.73E-02,-1.83E-01
317.16,-6.69E-02,-1.82E-01
317.193,-6.68E-02,-1.82E-01
317.226,-6.67E-02,-1.82E-01
317.26,-6.66E-02,-1.82E-01
317.293,-6.62E-02,-1.81E-01
317.326,-6.61E-02,-1.81E-01
317.36,-6.61E-02,-1.81E-01
317.393,-6.57E-02,-1.81E-01
317.426,-6.56E-02,-1.81E-01
317.46,-6.54E-02,-1.81E-01
317.493,-6.50E-02,-1.80E-01
317.526,-6.49E-02,-1.80E-01
317.56,-6.49E-02,-1.80E-01
317.593,-6.48E-02,-1.80E-01
317.627,-6.44E-02,-1.80E-01
317.66,-6.43E-02,-1.79E-01
317.693,-6.43E-02,-1.79E-01
317.727,-6.38E-02,-1.79E-01
317.76,-6.37E-02,-1.79E-01
317.793,-6.36E-02,-1.79E-01
317.827,-6.36E-02,-1.79E-01
317.86,-6.31E-02,-1.78E-01
317.893,-6.31E-02,-1.78E-01
317.927,-6.30E-02,-1.78E-01
317.96,-6.29E-02,-1.78E-01
317.993,-6.25E-02,-1.78E-01
318.027,-6.24E-02,-1.78E-01
318.06,-6.23E-02,-1.78E-01
318.094,-6.23E-02,-1.77E-01
318.127,-6.19E-02,-1.77E-01
318.16,-6.18E-02,-1.77E-01
318.194,-6.17E-02,-1.77E-01
318.227,-6.16E-02,-1.77E-01
318.26,-6.16E-02,-1.77E-01
318.294,-6.16E-02,-1.77E-01
318.327,-6.12E-02,-1.77E-01
318.36,-6.11E-02,-1.76E-01
318.394,-6.10E-02,-1.76E-01
318.427,-6.10E-02,-1.76E-01
318.46,-6.10E-02,-1.76E-01
318.494,-6.10E-02,-1.76E-01
318.527,-6.06E-02,-1.76E-01
318.561,-6.05E-02,-1.76E-01
318.594,-6.04E-02,-1.76E-01
318.627,-6.04E-02,-1.76E-01
318.661,-6.04E-02,-1.76E-01
318.694,-6.03E-02,-1.76E-01
318.727,-6.03E-02,-1.76E-01
318.761,-6.00E-02,-1.75E-01
318.794,-5.99E-02,-1.75E-01
318.827,-5.99E-02,-1.75E-01
318.861,-5.99E-02,-1.75E-01
318.894,-5.98E-02,-1.75E-01
318.927,-5.97E-02,-1.75E-01
318.961,-5.98E-02,-1.75E-01
318.994,-5.98E-02,-1.75E-01
319.028,-5.98E-02,-1.75E-01
319.061,-5.98E-02,-1.75E-01
319.094,-5.98E-02,-1.75E-01
319.128,-5.98E-02,-1.75E-01
319.161,-5.98E-02,-1.75E-01
319.194,-5.98E-02,-1.75E-01
319.228,-5.98E-02,-1.75E-01
319.261,-5.98E-02,-1.75E-01
319.294,-5.98E-02,-1.75E-01
319.328,-5.98E-02,-1.75E-01
319.361,-5.98E-02,-1.75E-01
319.394,-5.98E-02,-1.75E-01
319.428,-5.98E-02,-1.75E-01
319.461,-5.98E-02,-1.75E-01
319.495,-5.98E-02,-1.75E-01
319.528,-5.98E-02,-1.75E-01
319.561,-5.98E-02,-1.75E-01
319.595,-5.97E-02,-1.75E-01
319.628,-5.97E-02,-1.75E-01
319.661,-5.97E-02,-1.75E-01
319.695,-5.97E-02,-1.75E-01
319.728,-5.98E-02,-1.75E-01
319.761,-5.97E-02,-1.75E-01
319.795,-5.97E-02,-1.75E-01
319.828,-5.98E-02,-1.75E-01
319.861,-5.98E-02,-1.75E-01
319.895,-5.98E-02,-1.75E-01
319.928,-5.98E-02,-1.75E-01
319.962,-5.98E-02,-1.75E-01
319.995,-5.98E-02,-1.75E-01
320.028,-5.98E-02,-1.75E-01
320.062,-5.98E-02,-1.75E-01
320.095,-5.98E-02,-1.75E-01
320.128,-5.98E-02,-1.75E-01
320.162,-5.98E-02,-1.75E-01
320.195,-5.98E-02,-1.75E-01
320.228,-5.98E-02,-1.75E-01
320.262,-5.99E-02,-1.75E-01
320.295,-5.99E-02,-1.75E-01
